61412,57.3,50807,79.11,41300,299.91,20307,26.72,20211,23.51,11400,85,571.55,,,,,
61311,31.66,50706,21.32,41404,295.62,41004,555.84,40904,887.49,11401,99.02,1890.95,,,,,
61311,34.79,50706,21.25,41404,296.4,41104,573.06,41003,893.88,11302,68.48,1887.86,,,,,
61210,26.01,50605,21.1,41400,299.31,41100,586.14,40900,893.07,11300,77.02,1902.65,,,,,
61210,30.27,50605,18.83,41302,252.54,41104,573.06,40803,874.71,11404,100,1849.41,,,,,
61210,43.3,50605,75.75,41300,299.91,21104,56.76,20802,47.11,11000,25,547.83,,,,,
61210,43.3,50605,75.75,41400,299.97,21308,78.77,20903,53.92,11200,55,606.71,,,,,
61311,34.79,50706,21.25,41404,296.4,40904,523.26,40302,751.95,11201,45.53,1673.18,,,,,
61311,39.27,50706,21.22,40903,137.64,21406,33.09,20712,29.51,11303,66.63,327.36,,,,,
61210,43.3,50605,75.75,40900,299.46,21211,70.7,11408,12.95,11300,70,572.16,,,,,
61210,43.3,50605,75.75,41300,299.91,40200,583.2,20911,57.78,11200,55,1114.94,,,,,
61210,27.58,50605,14.63,41403,266.16,40704,383.82,40202,1161.4,11204,42.52,1896.11,,,,,
81109,280.84,70504,125.96,41303,222.09,41004,506.04,40704,1760,11204,42.52,2937.45,,,,,
61311,32.77,50706,16.59,41304,235.89,41204,573.3,21011,33.13,11402,89.15,980.83,,,,,
61210,27.58,50605,14.63,41204,196.71,40904,466.98,40704,1760,11401,83.51,2549.41,,,,,
61311,32.77,50706,16.59,40904,116.19,40602,319.8,40404,1479.2,11402,89.15,2053.7,,,,,
61412,39.12,50807,18.69,41002,128.16,40904,466.98,21311,49.27,11404,99.97,802.19,,,,,
61412,39.12,50807,18.69,41404,285.27,41303,585.54,40203,1185.8,11401,83.51,2197.93,,,,,
81013,274.84,70408,124.6,41404,285.27,41104,543.06,40604,1667.6,11302,59.2,2954.57,,,,,
61412,36.69,50807,17.2,41103,147.48,40402,227.22,40303,1238.2,11402,88.11,1754.9,,,,,
61312,50.26,50706,77.53,21405,94.72,21102,55.19,20912,58.36,11300,70,406.06,,,,,
61211,31.53,50605,18.83,41304,260.31,41104,573.06,40804,877.59,11401,94.32,1855.64,,,,,
61211,34.71,50605,18.68,41303,248.07,40904,515.22,40602,821.7,11201,41.56,1679.94,,,,,
61211,30.86,50605,18.86,41303,255.78,21408,42.34,21008,51,10902,13.45,412.29,,,,,
61211,25.86,50605,19.27,41300,267.84,40800,510.36,40400,813.24,11400,100,1736.57,,,,,
61211,44.34,50605,75.75,21409,96.65,21302,73.02,20810,50.66,11200,55,395.42,,,,,
61312,38.37,50706,21.13,41404,296.82,41403,598.8,40904,884.97,11203,45.27,1885.36,,,,,
61312,36.17,50706,21.25,41103,195.15,40904,523.26,40403,786.15,11403,98.2,1660.18,,,,,
61211,25.86,50605,19.27,41400,296.79,41200,591.48,40600,849.96,11300,75.06,1858.42,,,,,
61211,44.34,50605,75.75,40800,299.31,20504,31,11410,13.61,11300,70,534.01,,,,,
61312,50.26,50706,77.53,40900,299.46,21410,93.18,11307,7.8,11100,40,568.23,,,,,
61312,50.26,50706,77.53,40900,299.46,21406,89.4,11204,4.57,11100,40,561.22,,,,,
91413,442.65,80807,688.64,41404,296.82,40203,269.58,21209,59.15,11103,30.21,1787.05,,,,,
61413,40.09,50807,23.4,41403,294.54,40304,358.98,21013,58.14,11401,99.02,874.17,,,,,
91413,442.65,80807,688.64,40904,148.86,40503,375.66,21011,48.45,11302,66.3,1770.56,,,,,
61312,33.02,50706,21.32,41203,232.68,41004,555.84,21409,77.03,11103,35.19,955.08,,,,,
61312,36.17,50706,21.25,41403,289.2,40904,523.26,21112,58.62,11401,94.32,1022.82,,,,,
61312,39.47,50706,21.16,41402,279.42,41304,598.74,20910,40.05,11202,42.98,1021.82,,,,,
61312,50.26,50706,77.53,41100,299.7,40200,583.2,11405,12.48,11000,25,1048.17,,,,,
61211,44.34,50605,75.75,41400,299.97,40800,594.6,11104,2.9,10900,20,1037.56,,,,,
80910,268.04,70304,127.2,40203,30.99,21308,23.17,21208,44.25,11102,25.38,519.03,,,,,
61312,34.27,50706,16.59,41002,128.16,40703,368.88,40602,1616.8,11401,83.51,2248.21,,,,,
61413,41.29,50807,18.69,41204,196.71,41003,491.94,40502,1524.4,11402,89.15,2362.18,,,,,
61211,29,50605,14.63,41003,131.16,40902,445.44,40304,1369,11401,83.51,2072.74,,,,,
61312,34.27,50706,16.59,41404,285.27,40902,445.44,20812,24.12,11302,59.2,864.89,,,,,
61312,34.27,50706,16.59,40804,97.65,40403,254.34,40203,1185.8,11404,99.97,1688.62,,,,,
81008,273.04,70402,123.18,41303,222.09,40903,453.06,40703,1722.4,11402,89.15,2882.92,,,,,
81011,273.84,70405,128.4,41204,190.62,40904,451.44,40602,1555,11103,24.66,2623.96,,,,,
61212,28.58,50605,18.98,41304,263.76,40804,503.58,40603,846.45,11403,99.6,1760.95,,,,,
51110,23.95,40503,71.25,40400,298.26,21303,73.84,21002,60.06,11400,85,612.36,,,,,
91312,434.05,80705,681.2,40604,95.67,21402,36.45,21005,48.44,11303,69.67,1365.48,,,,,
91110,417.25,80503,617.76,40204,35.94,40203,244.92,21408,66.54,11202,41.93,1424.34,,,,,
81109,281.08,70502,130.3,21409,7.7,21307,22.41,21007,33.55,11204,43.3,518.34,,,,,
81110,281.76,70503,125.6,41404,285.27,41303,585.54,41204,1997.8,11004,16.84,3292.81,,,,,
61313,34.74,50706,16.59,41203,185.55,40804,426,40403,1437.6,11403,95.27,2195.75,,,,,
61414,41.74,50807,18.69,41204,196.71,41102,524.04,40904,1913.2,11304,66.16,2760.54,,,,,
81110,281.76,70503,125.6,41404,285.27,41203,562.32,40804,1848.2,11302,59.2,3162.35,,,,,
91312,429.45,80704,660.4,41203,214.47,20608,5.5,20511,22.6,11303,66.96,1399.38,,,,,
90908,494.95,80300,799.84,40900,299.46,40800,594.6,40500,891.18,11300,70,3150.03,,,,,
90908,443.95,80300,689.44,41200,218.91,40900,542.7,40600,871.74,11400,57.91,2824.65,,,,,
90908,494.95,80300,799.84,41100,299.7,40900,595.62,21407,93.78,11300,70,2353.89,,,,,
91312,434.05,80704,680.64,41104,198.93,40504,399,20312,21.43,11404,100,1834.05,,,,,
81310,298.52,70702,127.6,41203,185.94,40904,467.76,40803,1816.4,11101,23.25,2919.47,,,,,
81110,281.76,70502,125.38,41302,216.12,40904,466.98,40803,1813.8,11201,35.65,2939.69,,,,,
80912,268.52,70304,120.82,41303,222.09,40703,368.88,40603,1635.2,11202,37.97,2653.48,,,,,
81312,300.32,70704,133.64,81114,1194.96,81000,1593.44,10901,0.15,10000,2.62,3225.13,,,,,
81012,274.64,70403,123.4,41104,164.07,40804,426,40604,1667.6,11404,99.97,2755.68,,,,,
91110,496.55,80500,799.84,41000,299.61,40900,595.62,40300,886.95,10700,10,3088.57,,,,,
80912,268.52,70302,120.66,41104,164.07,41002,485.94,40802,1796.8,11401,83.51,2919.5,,,,,
80912,268.52,70302,120.66,41404,285.27,41004,506.04,40604,1667.6,11303,62.89,2910.98,,,,,
80912,267.8,70302,124.8,11402,0.27,20810,6.92,21110,35.42,10000,2.62,437.83,,,,,
80814,263.12,70203,116.84,41104,164.07,40702,361.86,40604,1667.6,11404,99.97,2673.46,,,,,
81213,290.52,70602,127.08,41104,164.07,40904,466.98,40704,1760,11403,95.27,2903.92,,,,,
91312,460.05,80700,733.84,41000,182.25,21304,47.29,21205,83.3,10900,9.82,1516.55,,,,,
81114,282.72,70502,125.38,41004,138.24,40804,426,40704,1760,11404,99.97,2832.31,,,,,
80914,268.8,70302,120.66,41302,216.12,41204,573.3,41104,1985.6,11401,83.51,3247.99,,,,,
91413,500,80800,799.92,41200,299.79,21405,88.39,21303,82.87,10600,8,1778.97,,,,,
91413,500,80800,799.92,21412,98.05,21109,60.24,21003,60.65,11300,70,1588.86,,,,,
91413,500,80800,799.92,41200,299.79,41100,597.06,40500,891.18,11000,25,3112.95,,,,,
91400,425.25,80713,663.76,80513,1185.24,41004,523.44,40304,1519,11401,87.28,4403.97,,,,,
91000,404.1,80313,592,41104,177.66,40402,279.54,20212,11.21,11403,96.87,1561.38,,,,,
91400,428,80712,656.48,41103,163.02,40802,417.18,21310,51.38,11403,96.08,1812.14,,,,,
91300,422.2,80612,632.88,80813,1185,40202,190.14,20910,27.55,11401,83.51,2541.28,,,,,
91100,411.55,80411,604.48,80312,1188.12,21307,26.01,20908,36.32,11402,92.33,2358.81,,,,,
91400,428,80711,654.64,80612,1181.04,40803,423.84,21309,50.41,11401,85.55,2823.48,,,,,
91200,422.55,80510,623.92,41300,237.33,40300,267.9,40200,651.51,11202,41.55,2244.76,,,,,
91200,416.5,80510,622.64,40600,75.3,21407,32.5,20908,36.32,11200,38.1,1221.36,,,,,
91100,409.9,80410,598.32,41400,272.76,40600,370.14,21209,52.47,11303,65.66,1769.25,,,,,
91300,419.65,80610,643.52,80411,1183.2,21407,29.32,21310,56.19,11200,35.92,2367.8,,,,,
91400,425.25,80710,658.72,40504,59.64,21406,28.37,21309,54.74,11103,26.62,1253.34,,,,,
91300,419.55,80610,642.96,80411,1182.12,21207,18.62,20809,27.86,11302,61.82,2352.93,,,,,
91000,407.35,80310,581.84,41203,193.35,21307,22.41,20908,29.65,11103,26.59,1261.19,,,,,
91400,428,80710,652.32,21312,5.38,21106,14.19,20908,29.65,11404,99.97,1229.51,,,,,
91300,427.45,80609,641.04,41100,176.16,40800,455.88,21407,65.4,11300,58.26,1824.19,,,,,
91300,422.2,80609,626.56,41403,266.16,41102,524.04,40504,1574.4,11302,59.2,3472.56,,,,,
90900,398.85,80208,551.68,21309,5.42,21206,19.31,21007,38.65,11103,27.64,1041.55,,,,,
91405,435.65,80712,677.44,41103,190.44,41004,546.18,40804,875.07,11401,91.86,2816.64,,,,,
91400,425.25,80705,652.88,80611,1186.44,41204,580.38,40303,1490,11302,61.82,4396.77,,,,,
81307,295.8,70612,127.8,80408,1158.6,41004,506.04,40903,1888.8,11103,25.85,4002.89,,,,,
91405,432.7,80709,661.92,41004,166.17,40303,280.32,21109,49.46,11404,100,1690.57,,,,,
91405,438.3,80709,684.96,41204,228.15,40503,391.74,21110,58.32,11404,100,1901.47,,,,,
91110,424.65,80413,640.08,41203,223.32,41004,549.48,40204,725.04,11401,94.32,2656.89,,,,,
91009,440.8,80312,686.56,40800,162.42,40400,434.1,21113,72.61,11400,100,1896.49,,,,,
