50807, (379.80),,50605, (353.20),,20509, (359.70),,20311, (401.10),,11309, (536.30),,10504, (97.80)
50807, (379.80),,50605, (409.40),,20509, (359.70),,20311, (401.10),,11312, (536.20),,10601, (97.60)
50908, (341.50),,50605, (353.20),,20510, (359.70),,20312, (401.00),,20204, (533.80),,10601, (98.00)
50908, (341.50),,50605, (409.40),,20512, (359.70),,20312, (423.10),,20204, (491.70),,10602, (97.60)
51009, (378.20),,50605, (353.20),,20607, (359.70),,20312, (401.00),,20205, (491.70),,10604, (97.50)
51211, (340.30),,50605, (409.40),,20608, (359.60),,20312, (423.10),,20206, (533.80),,10604, (96.40)
51312, (339.70),,50605, (353.30),,20608, (359.70),,20407, (422.90),,20207, (533.70),,10701, (96.10)
51405, (138.90),,50605, (353.20),,20608, (359.60),,20407, (400.90),,20207, (491.50),,10701, (96.20)
51405, (338.90),,50605, (409.40),,20608, (359.60),,20408, (422.90),,20207, (491.50),,10701, (96.20)
51405, (338.90),,50605, (353.20),,20608, (359.60),,20408, (400.80),,20207, (491.50),,10702, (96.00)
51405, (338.90),,50605, (409.40),,20609, (591.70),,20408, (422.90),,20208, (491.40),,10702, (96.00)
51413, (338.40),,50605, (353.30),,20610, (359.60),,20408, (400.80),,20208, (491.30),,10702, (96.00)
51413, (338.50),,50605, (353.30),,20610, (359.60),,20408, (400.80),,20208, (491.30),,10702, (96.00)
51413, (338.60),,50605, (353.00),,20708, (359.60),,20408, (400.80),,20208, (491.30),,10702, (96.10)
51413, (338.60),,50605, (353.10),,20709, (591.60),,20408, (400.80),,20208, (491.30),,10702, (96.10)
60606, (338.30),,50605, (353.10),,20710, (359.50),,20409, (422.80),,20208, (533.60),,10702, (96.00)
60705, (373.60),,50605, (353.10),,20803, (359.40),,20409, (422.80),,20208, (491.40),,10702, (96.10)
60706, (338.40),,50605, (353.10),,20804, (359.40),,20409, (400.80),,20208, (491.40),,10702, (96.10)
60707, (338.40),,50605, (353.20),,20805, (359.40),,20409, (422.80),,20208, (491.50),,10703, (96.00)
60805, (372.50),,50605, (353.10),,20809, (590.40),,20409, (400.80),,20208, (491.40),,10703, (96.00)
60806, (338.20),,50605, (353.20),,20809, (359.40),,20409, (400.80),,20208, (533.60),,10703, (95.90)
60806, (338.20),,50605, (353.20),,20810, (359.40),,20409, (400.70),,20209, (491.30),,10703, (95.90)
60807, (338.20),,50605, (353.20),,20810, (359.40),,20410, (400.70),,20209, (491.30),,10703, (95.90)
60807, (338.20),,50605, (409.40),,20903, (359.30),,20410, (400.70),,20209, (491.20),,10704, (95.80)
60807, (372.20),,50605, (409.40),,20903, (359.30),,20410, (400.70),,20209, (491.20),,10704, (95.90)
60807, (372.30),,50605, (353.00),,20903, (359.30),,20410, (400.70),,20209, (491.20),,10704, (95.40)
60807, (372.40),,50605, (353.10),,20903, (359.30),,20410, (400.70),,20209, (491.20),,10801, (94.20)
60808, (337.90),,50605, (409.40),,20904, (590.30),,20410, (400.70),,20209, (491.30),,10801, (94.17)
60808, (337.90),,50605, (353.20),,20905, (359.30),,20410, (422.70),,20209, (491.30),,10801, (94.20)
60808, (337.90),,50605, (353.20),,20905, (359.30),,20410, (400.70),,20209, (532.50),,10801, (94.20)
60808, (337.90),,50605, (353.20),,20906, (359.20),,20410, (400.70),,20209, (533.50),,10801, (94.20)
60808, (338.00),,50605, (353.20),,20906, (590.30),,20411, (400.60),,20209, (533.50),,10802, (94.00)
60905, (338.00),,50605, (409.50),,20906, (359.20),,20411, (422.70),,20209, (491.40),,10802, (94.10)
60906, (337.70),,50605, (353.10),,20907, (359.20),,20411, (400.60),,20209, (491.30),,10802, (94.10)
60907, (337.70),,50605, (353.10),,20907, (359.20),,20411, (400.70),,20209, (491.30),,10802, (94.00)
60907, (372.00),,50605, (353.10),,20908, (359.20),,20412, (422.70),,20209, (532.40),,10802, (94.00)
60907, (372.00),,50605, (353.10),,20908, (359.20),,20413, (400.60),,20209, (532.50),,10802, (94.00)
60908, (337.00),,50605, (409.40),,20908, (359.20),,20413, (400.60),,20210, (491.10),,10802, (94.00)
60908, (337.50),,50605, (409.30),,20910, (359.20),,20503, (400.50),,20210, (532.30),,10802, (94.10)
60908, (337.50),,50605, (409.40),,20910, (590.20),,20506, (421.50),,20210, (532.30),,10802, (94.00)
60908, (337.60),,50605, (409.40),,20910, (359.20),,20506, (400.40),,20210, (491.20),,10803, (93.60)
60908, (337.60),,50605, (409.40),,20910, (359.20),,20506, (400.40),,20210, (491.10),,10803, (93.70)
60908, (371.80),,50605, (409.40),,20912, (359.10),,20506, (422.50),,20210, (491.10),,10803, (93.80)
60908, (371.80),,50605, (353.30),,21003, (590.00),,20506, (400.40),,20210, (491.10),,10803, (93.70)
60908, (371.80),,50605, (353.10),,21004, (358.90),,20506, (400.40),,20210, (491.10),,10803, (93.70)
61005, (337.30),,50605, (353.00),,21004, (358.90),,20506, (400.40),,20210, (491.10),,10804, (93.60)
61005, (337.30),,50605, (409.40),,21004, (358.90),,20507, (400.30),,20210, (491.20),,10804, (93.60)
61005, (337.40),,50605, (353.20),,21005, (358.90),,20507, (400.40),,20210, (532.30),,10804, (92.50)
61005, (337.40),,50605, (409.40),,21005, (358.90),,20507, (400.40),,20211, (491.00),,10804, (93.60)
61006, (371.70),,50605, (398.30),,21005, (358.90),,20508, (400.30),,20211, (532.20),,10804, (92.62)
61006, (371.80),,50605, (353.20),,21005, (358.90),,20508, (400.30),,20211, (491.10),,10804, (92.50)
61007, (337.10),,50605, (353.20),,21005, (358.90),,20508, (400.30),,20211, (532.10),,10804, (93.50)
61007, (337.10),,50605, (409.40),,21005, (589.90),,20508, (421.30),,20211, (491.00),,10804, (93.50)
61007, (337.20),,50605, (353.00),,21006, (358.90),,20508, (400.30),,20211, (491.10),,10804, (93.60)
61007, (337.20),,50605, (353.20),,21006, (358.90),,20508, (421.30),,20211, (491.00),,10804, (92.40)
61007, (337.40),,50605, (353.30),,21006, (358.90),,20508, (400.30),,20211, (491.10),,10804, (92.40)
61007, (371.60),,50605, (353.20),,21006, (358.90),,20508, (400.30),,20211, (491.10),,10804, (92.50)
61007, (371.60),,50605, (353.20),,21006, (358.90),,20509, (421.20),,20211, (532.10),,10901, (91.60)
61007, (371.70),,50605, (409.40),,21006, (358.90),,20509, (400.20),,20211, (491.00),,10901, (91.70)
61008, (336.90),,50605, (353.20),,21006, (358.90),,20509, (421.20),,20211, (491.00),,10901, (91.70)
61008, (337.10),,50605, (353.20),,21006, (358.90),,20509, (400.10),,20211, (532.20),,10901, (91.60)
61008, (337.10),,50605, (353.10),,21007, (358.80),,20509, (400.20),,20211, (532.20),,10901, (90.63)
61008, (337.10),,50706, (407.30),,21007, (589.80),,20510, (400.00),,20211, (491.00),,10901, (91.70)
61008, (337.10),,50706, (407.30),,21007, (358.80),,20510, (400.00),,20211, (532.10),,10901, (91.50)
61008, (337.10),,50706, (407.30),,21007, (358.80),,20510, (400.00),,20212, (490.90),,10901, (91.70)
61008, (337.10),,50706, (352.00),,21007, (589.80),,20510, (400.00),,20212, (490.90),,10901, (90.63)
61008, (337.20),,50706, (352.00),,21008, (358.80),,20510, (400.00),,20212, (532.00),,10901, (91.60)
61008, (370.30),,50706, (407.30),,21008, (358.80),,20510, (400.00),,20212, (490.80),,10902, (90.30)
61008, (370.30),,50706, (407.30),,21009, (358.80),,20511, (399.90),,20212, (532.00),,10902, (90.30)
61008, (370.40),,50706, (351.90),,21009, (358.80),,20511, (421.00),,20212, (490.90),,10902, (90.10)
61009, (336.50),,50706, (407.30),,21009, (358.80),,20511, (421.00),,20212, (490.90),,10902, (90.20)
61009, (336.70),,50706, (407.40),,21009, (358.80),,20511, (421.00),,20212, (490.80),,10902, (90.20)
61009, (336.70),,50706, (352.20),,21009, (589.80),,20511, (400.00),,20212, (490.90),,10902, (90.00)
61009, (336.70),,50706, (397.20),,21009, (589.80),,20511, (400.00),,20212, (532.00),,10902, (90.00)
61009, (336.80),,50706, (407.20),,21009, (358.80),,20512, (399.90),,20212, (532.00),,10902, (90.20)
61009, (336.80),,50706, (352.00),,21011, (358.70),,20512, (399.90),,20212, (490.80),,10902, (89.90)
61009, (336.80),,50706, (407.30),,21011, (358.70),,20513, (421.00),,20212, (490.90),,10902, (90.00)
61009, (336.80),,50706, (407.20),,21011, (358.70),,20603, (399.80),,20212, (490.90),,10902, (90.00)
61009, (336.80),,50706, (397.20),,21011, (358.70),,20604, (420.80),,20212, (490.80),,10902, (90.00)
61009, (336.80),,50706, (407.20),,21011, (358.70),,20604, (420.80),,20212, (490.80),,10903, (89.50)
61009, (336.80),,50706, (352.10),,21011, (589.70),,20605, (399.70),,20212, (490.80),,10903, (89.60)
61009, (369.90),,50706, (352.00),,21011, (358.70),,20607, (420.60),,20212, (490.80),,10903, (89.60)
